IterationNo,Temperature, Moves, CurrentCost, DeltaCost
136,25000.000000,1000.000000,5220937.001689,7129.062115
137,25000.000000,1000.000000,5228066.063804,-4763.098551
138,25000.000000,1000.000000,5223302.965253,-9758.194052
139,25000.000000,1000.000000,5213544.771201,4448.786489
140,25000.000000,1000.000000,5217993.557690,-4536.086585
141,25000.000000,1000.000000,5213457.471105,-51.282616
142,25000.000000,1000.000000,5213406.188489,0.000000
143,25000.000000,990.000000,5213406.188489,4539.084208
144,25000.000000,990.000000,5217945.272697,6351.510211
145,25000.000000,990.000000,5224296.782907,0.000000
146,25000.000000,980.000000,5224296.782907,-44358.838109
147,25000.000000,990.000000,5179937.944799,-5967.636421
148,25000.000000,1000.000000,5173970.308378,-2660.652277
149,25000.000000,1000.000000,5171309.656101,0.000000
150,25000.000000,990.000000,5171309.656101,-26071.283516
152,25000.000000,1000.000000,5145238.372585,-18571.530999
153,25000.000000,1000.000000,5126666.841586,-19978.373129
154,25000.000000,1000.000000,5106688.468457,-4701.816030
155,25000.000000,1000.000000,5101986.652427,-14965.736944
156,25000.000000,1000.000000,5087020.915484,8899.297341
157,25000.000000,1000.000000,5095920.212825,-28568.979945
158,25000.000000,1000.000000,5067351.232880,-49288.906439
159,25000.000000,1000.000000,5018062.326441,-27803.830393
160,25000.000000,1000.000000,4990258.496048,-7920.951965
161,25000.000000,1000.000000,4982337.544083,-9422.579983
162,25000.000000,1000.000000,4972914.964100,-4982.874078
163,25000.000000,1000.000000,4967932.090022,6274.612528
164,25000.000000,1000.000000,4974206.702550,4716.909753
165,25000.000000,1000.000000,4978923.612303,-30079.887484
166,25000.000000,1000.000000,4948843.724819,-15187.673509
167,25000.000000,1000.000000,4933656.051310,-4365.367422
168,25000.000000,1000.000000,4929290.683888,-10085.175480
169,25000.000000,1000.000000,4919205.508407,-16876.506386
170,25000.000000,1000.000000,4902329.002021,-46458.399305
171,25000.000000,1000.000000,4855870.602716,-14074.320796
172,25000.000000,1000.000000,4841796.281920,13514.303360
173,25000.000000,1000.000000,4855310.585280,-7739.778122
174,25000.000000,1000.000000,4847570.807158,-2972.068105
176,25000.000000,1000.000000,4844598.739052,-31502.958961
177,25000.000000,1000.000000,4813095.780091,-855.557742
179,25000.000000,1000.000000,4812240.222349,-37268.556259
180,25000.000000,1000.000000,4774971.666090,-8369.013245
181,25000.000000,1000.000000,4766602.652845,-16310.603291
183,25000.000000,1000.000000,4750292.049554,5184.944633
184,25000.000000,1000.000000,4755476.994188,0.000000
185,25000.000000,990.000000,4755476.994188,0.000000
187,25000.000000,980.000000,4755476.994188,9573.258683
188,25000.000000,980.000000,4765050.252871,-14788.810544
189,25000.000000,990.000000,4750261.442327,-33078.017080
192,25000.000000,1000.000000,4717183.425247,-16516.050593
195,25000.000000,1000.000000,4700667.374654,-38758.658736
197,25000.000000,1000.000000,4661908.715918,0.000000
198,25000.000000,990.000000,4661908.715918,-5794.395763
199,25000.000000,1000.000000,4656114.320156,0.000000
200,25000.000000,990.000000,4656114.320156,27303.556904
202,25000.000000,990.000000,4683417.877059,-10286.415688
203,25000.000000,1000.000000,4673131.461371,-29694.954465
204,25000.000000,1000.000000,4643436.506906,10402.096340
205,25000.000000,1000.000000,4653838.603245,0.000000
206,25000.000000,990.000000,4653838.603245,289.469588
207,25000.000000,990.000000,4654128.072833,-8733.373103
208,25000.000000,1000.000000,4645394.699730,-39154.896030
210,25000.000000,1000.000000,4606239.803700,-38502.043722
211,25000.000000,1000.000000,4567737.759977,-18071.111687
214,25000.000000,1000.000000,4549666.648290,-6644.248124
215,25000.000000,1000.000000,4543022.400166,-20477.374740
216,25000.000000,1000.000000,4522545.025426,-20901.257304
217,25000.000000,1000.000000,4501643.768123,0.000000
218,25000.000000,1000.000000,4501643.768123,-28778.787282
220,25000.000000,1000.000000,4472864.980841,-27956.833406
221,25000.000000,1000.000000,4444908.147435,-11156.287771
222,25000.000000,1000.000000,4433751.859664,-16641.441682
223,25000.000000,1000.000000,4417110.417981,-1535.852996
225,25000.000000,1000.000000,4415574.564985,-9072.346020
226,25000.000000,1000.000000,4406502.218965,0.000000
227,25000.000000,990.000000,4406502.218965,6072.244576
228,25000.000000,990.000000,4412574.463540,-23994.816838
230,25000.000000,1000.000000,4388579.646702,-3765.136821
231,25000.000000,1000.000000,4384814.509881,-7104.041130
232,25000.000000,1000.000000,4377710.468751,-10635.666731
233,25000.000000,1000.000000,4367074.802020,-3562.861892
235,25000.000000,1000.000000,4363511.940127,-16645.871696
237,25000.000000,1000.000000,4346866.068431,-177.739679
238,25000.000000,1000.000000,4346688.328753,-10922.997946
239,25000.000000,1000.000000,4335765.330807,5214.179540
240,25000.000000,1000.000000,4340979.510347,-31877.163959
241,25000.000000,1000.000000,4309102.346387,-20788.065279
242,25000.000000,1000.000000,4288314.281108,-17348.117778
243,25000.000000,1000.000000,4270966.163331,-54098.204736
245,25000.000000,1000.000000,4216867.958595,-21553.371160
246,25000.000000,1000.000000,4195314.587434,12608.556861
247,25000.000000,1000.000000,4207923.144295,15685.965342
248,25000.000000,1000.000000,4223609.109637,-15157.392321
249,25000.000000,1000.000000,4208451.717315,-10672.392698
250,25000.000000,1000.000000,4197779.324617,-17186.675707
251,25000.000000,1000.000000,4180592.648910,7351.605046
252,25000.000000,1000.000000,4187944.253956,-5519.901094
253,25000.000000,1000.000000,4182424.352863,19139.771023
254,25000.000000,1000.000000,4201564.123886,-6417.941714
255,25000.000000,1000.000000,4195146.182172,-14438.811250
256,25000.000000,1000.000000,4180707.370922,106.014479
257,25000.000000,1000.000000,4180813.385401,0.000000
258,25000.000000,990.000000,4180813.385401,-9757.918344
259,25000.000000,1000.000000,4171055.467057,-16938.103765
260,25000.000000,1000.000000,4154117.363292,-4135.733614
261,25000.000000,1000.000000,4149981.629677,0.000000
262,25000.000000,990.000000,4149981.629677,14933.513447
263,25000.000000,990.000000,4164915.143124,0.000000
264,25000.000000,980.000000,4164915.143124,-42967.312499
265,25000.000000,990.000000,4121947.830625,5267.337878
266,25000.000000,990.000000,4127215.168503,9267.056573
267,25000.000000,990.000000,4136482.225076,-50293.904194
269,25000.000000,1000.000000,4086188.320882,-6282.473720
270,25000.000000,1000.000000,4079905.847162,-6620.050090
271,25000.000000,1000.000000,4073285.797072,-4309.123586
272,25000.000000,1000.000000,4068976.673486,-1927.162633
273,25000.000000,1000.000000,4067049.510853,-29931.165943
274,25000.000000,1000.000000,4037118.344909,13467.731917
275,25000.000000,1000.000000,4050586.076826,15750.518561
277,25000.000000,1000.000000,4066336.595388,-16484.059439
278,25000.000000,1000.000000,4049852.535948,0.000000
279,25000.000000,990.000000,4049852.535948,0.000000
280,25000.000000,980.000000,4049852.535948,-2453.426931
281,25000.000000,990.000000,4047399.109017,14954.956273
282,25000.000000,990.000000,4062354.065291,8492.526512
283,25000.000000,990.000000,4070846.591803,0.000000
284,25000.000000,990.000000,4070846.591803,-51264.873237
285,25000.000000,1000.000000,4019581.718566,31179.778843
286,25000.000000,1000.000000,4050761.497410,-18145.525221
287,25000.000000,1000.000000,4032615.972188,5832.457105
288,25000.000000,1000.000000,4038448.429293,8832.773456
289,25000.000000,1000.000000,4047281.202749,0.000000
290,25000.000000,990.000000,4047281.202749,0.000000
291,25000.000000,980.000000,4047281.202749,-7991.098052
292,25000.000000,990.000000,4039290.104697,0.000000
293,25000.000000,980.000000,4039290.104697,0.000000
294,25000.000000,970.000000,4039290.104697,-9259.402362
295,25000.000000,980.000000,4030030.702335,-2872.368742
296,25000.000000,990.000000,4027158.333594,8153.453603
297,25000.000000,990.000000,4035311.787197,0.000000
298,25000.000000,980.000000,4035311.787197,5436.450537
299,25000.000000,980.000000,4040748.237733,-6405.949822
300,25000.000000,990.000000,4034342.287911,-14881.082939
301,25000.000000,1000.000000,4019461.204972,0.000000
302,25000.000000,990.000000,4019461.204972,1232.447491
303,25000.000000,990.000000,4020693.652462,7681.012562
305,25000.000000,990.000000,4028374.665025,-10035.577552
306,25000.000000,1000.000000,4018339.087473,0.000000
308,25000.000000,990.000000,4018339.087473,22476.490492
309,25000.000000,990.000000,4040815.577965,0.000000
310,25000.000000,980.000000,4040815.577965,-10521.310339
311,25000.000000,990.000000,4030294.267626,5175.106403
312,25000.000000,990.000000,4035469.374029,27475.850350
313,25000.000000,990.000000,4062945.224379,0.000000
314,25000.000000,980.000000,4062945.224379,-17412.601030
315,25000.000000,990.000000,4045532.623349,11388.156251
316,25000.000000,990.000000,4056920.779600,-20430.272539
317,25000.000000,1000.000000,4036490.507061,-9220.769612
318,25000.000000,1000.000000,4027269.737449,8637.161512
319,25000.000000,1000.000000,4035906.898960,0.000000
320,25000.000000,990.000000,4035906.898960,12460.053323
321,25000.000000,990.000000,4048366.952283,0.000000
322,25000.000000,980.000000,4048366.952283,-7478.062009
323,25000.000000,990.000000,4040888.890274,0.000000
324,25000.000000,980.000000,4040888.890274,8974.131688
325,25000.000000,980.000000,4049863.021962,12622.926213
326,25000.000000,980.000000,4062485.948175,1395.360032
327,25000.000000,980.000000,4063881.308207,0.000000
328,25000.000000,970.000000,4063881.308207,0.000000
329,25000.000000,960.000000,4063881.308207,-15387.955497
331,25000.000000,970.000000,4048493.352709,9812.718837
332,25000.000000,970.000000,4058306.071547,-13134.524352
333,25000.000000,980.000000,4045171.547194,0.000000
334,25000.000000,970.000000,4045171.547194,-21245.360418
335,25000.000000,980.000000,4023926.186776,8754.249161
336,25000.000000,980.000000,4032680.435938,-23057.303949
337,25000.000000,990.000000,4009623.131988,1695.402433
338,25000.000000,990.000000,4011318.534422,6829.871100
339,25000.000000,990.000000,4018148.405522,-18763.754256
340,25000.000000,1000.000000,3999384.651266,-16989.100474
341,25000.000000,1000.000000,3982395.550792,9546.759979
342,25000.000000,1000.000000,3991942.310771,-10066.104652
343,25000.000000,1000.000000,3981876.206119,16404.037178
344,25000.000000,1000.000000,3998280.243298,-5471.540430
345,25000.000000,1000.000000,3992808.702868,8653.528447
346,25000.000000,1000.000000,4001462.231315,0.000000
347,25000.000000,990.000000,4001462.231315,28859.023666
349,25000.000000,990.000000,4030321.254981,-8709.989214
350,25000.000000,1000.000000,4021611.265767,0.000000
351,25000.000000,990.000000,4021611.265767,0.000000
352,25000.000000,980.000000,4021611.265767,15984.663501
353,25000.000000,980.000000,4037595.929268,-45767.192842
354,25000.000000,990.000000,3991828.736426,2317.103085
355,25000.000000,990.000000,3994145.839511,10302.464320
356,25000.000000,990.000000,4004448.303831,0.000000
357,25000.000000,980.000000,4004448.303831,20943.309661
358,25000.000000,980.000000,4025391.613492,-39986.715391
359,25000.000000,990.000000,3985404.898101,10094.802779
360,25000.000000,990.000000,3995499.700880,0.000000
361,25000.000000,980.000000,3995499.700880,-30116.617970
362,25000.000000,990.000000,3965383.082910,-1041.169941
363,25000.000000,1000.000000,3964341.912969,0.000000
364,25000.000000,990.000000,3964341.912969,5880.059098
365,25000.000000,990.000000,3970221.972067,9512.403645
366,25000.000000,990.000000,3979734.375712,-13962.256829
367,25000.000000,1000.000000,3965772.118883,-3401.305146
368,25000.000000,1000.000000,3962370.813737,0.000000
371,25000.000000,990.000000,3962370.813737,7084.432658
372,25000.000000,990.000000,3969455.246395,-25125.499097
373,25000.000000,1000.000000,3944329.747298,0.000000
374,25000.000000,990.000000,3944329.747298,-1171.939711
375,25000.000000,1000.000000,3943157.807587,5275.568438
376,25000.000000,1000.000000,3948433.376025,0.000000
377,25000.000000,990.000000,3948433.376025,0.000000
378,25000.000000,980.000000,3948433.376025,4736.292743
379,25000.000000,980.000000,3953169.668768,-4736.292743
380,25000.000000,990.000000,3948433.376025,-7960.928240
381,25000.000000,1000.000000,3940472.447786,9867.355572
382,25000.000000,1000.000000,3950339.803358,5915.805021
383,25000.000000,1000.000000,3956255.608379,-10457.533609
384,25000.000000,1000.000000,3945798.074770,0.000000
385,25000.000000,990.000000,3945798.074770,0.000000
386,25000.000000,980.000000,3945798.074770,-467.750356
387,25000.000000,990.000000,3945330.324414,-12736.791827
388,25000.000000,1000.000000,3932593.532587,15.396939
390,25000.000000,1000.000000,3932608.929526,-47826.195116
392,25000.000000,1000.000000,3884782.734410,6118.931755
393,25000.000000,1000.000000,3890901.666165,0.000000
394,25000.000000,990.000000,3890901.666165,-4133.445818
395,25000.000000,1000.000000,3886768.220347,43581.396222
396,25000.000000,1000.000000,3930349.616569,0.000000
397,25000.000000,990.000000,3930349.616569,2964.775022
398,25000.000000,990.000000,3933314.391591,-5747.401531
400,25000.000000,1000.000000,3927566.990061,-1589.158755
402,25000.000000,1000.000000,3925977.831306,1806.713432
403,25000.000000,1000.000000,3927784.544738,-11753.463844
404,25000.000000,1000.000000,3916031.080894,14470.929932
405,25000.000000,1000.000000,3930502.010827,-29820.272381
407,25000.000000,1000.000000,3900681.738446,4925.028446
408,25000.000000,1000.000000,3905606.766892,-7591.262430
409,25000.000000,1000.000000,3898015.504462,11292.685182
410,25000.000000,1000.000000,3909308.189643,-3753.117890
412,25000.000000,1000.000000,3905555.071753,8823.597223
413,25000.000000,1000.000000,3914378.668976,10980.655532
414,25000.000000,1000.000000,3925359.324508,-28549.561349
415,25000.000000,1000.000000,3896809.763160,-18631.144981
416,25000.000000,1000.000000,3878178.618178,0.000000
417,25000.000000,990.000000,3878178.618178,-21189.098962
418,25000.000000,1000.000000,3856989.519217,-13105.382157
419,25000.000000,1000.000000,3843884.137059,0.000000
420,25000.000000,990.000000,3843884.137059,0.000000
421,25000.000000,980.000000,3843884.137059,21839.653034
422,25000.000000,980.000000,3865723.790094,2601.378309
423,25000.000000,980.000000,3868325.168403,-78.154295
424,25000.000000,990.000000,3868247.014108,1956.676745
426,25000.000000,990.000000,3870203.690853,5548.049435
427,25000.000000,990.000000,3875751.740288,-1692.248705
428,25000.000000,1000.000000,3874059.491583,26157.539329
429,25000.000000,1000.000000,3900217.030911,2947.324670
430,25000.000000,1000.000000,3903164.355581,7173.867653
431,25000.000000,1000.000000,3910338.223234,18003.882967
432,25000.000000,1000.000000,3928342.106202,5414.242885
433,25000.000000,1000.000000,3933756.349087,-25121.252928
434,25000.000000,1000.000000,3908635.096159,6160.333812
435,25000.000000,1000.000000,3914795.429971,0.000000
436,25000.000000,990.000000,3914795.429971,3138.621852
437,25000.000000,990.000000,3917934.051823,-2451.273067
438,25000.000000,1000.000000,3915482.778756,0.000000
439,25000.000000,990.000000,3915482.778756,-3483.420924
440,25000.000000,1000.000000,3911999.357832,4762.200236
441,25000.000000,1000.000000,3916761.558068,-20855.666549
442,25000.000000,1000.000000,3895905.891519,2092.344975
443,25000.000000,1000.000000,3897998.236494,0.000000
444,25000.000000,990.000000,3897998.236494,-5875.844566
446,25000.000000,1000.000000,3892122.391928,-1530.223194
447,25000.000000,1000.000000,3890592.168735,-38102.519919
448,25000.000000,1000.000000,3852489.648815,-898.400813
449,25000.000000,1000.000000,3851591.248002,2557.663827
450,25000.000000,1000.000000,3854148.911829,-1959.906088
451,25000.000000,1000.000000,3852189.005742,7916.761056
452,25000.000000,1000.000000,3860105.766798,4557.260885
453,25000.000000,1000.000000,3864663.027683,-26672.544657
454,25000.000000,1000.000000,3837990.483026,-17694.923790
455,25000.000000,1000.000000,3820295.559235,3617.411176
456,25000.000000,1000.000000,3823912.970412,34532.373287
457,25000.000000,1000.000000,3858445.343699,-26021.820581
458,25000.000000,1000.000000,3832423.523117,-3671.477961
459,25000.000000,1000.000000,3828752.045157,-33385.763826
460,25000.000000,1000.000000,3795366.281331,-29988.646071
461,25000.000000,1000.000000,3765377.635260,962.163420
462,25000.000000,1000.000000,3766339.798680,-22509.606489
463,25000.000000,1000.000000,3743830.192191,-4447.184013
464,25000.000000,1000.000000,3739383.008178,3421.360445
465,25000.000000,1000.000000,3742804.368623,0.000000
466,25000.000000,990.000000,3742804.368623,0.000000
467,25000.000000,980.000000,3742804.368623,-29378.687725
468,25000.000000,990.000000,3713425.680899,-28574.365085
469,25000.000000,1000.000000,3684851.315814,-18376.378646
470,25000.000000,1000.000000,3666474.937167,-16296.811267
471,25000.000000,1000.000000,3650178.125901,-3794.611320
472,25000.000000,1000.000000,3646383.514581,22063.211959
473,25000.000000,1000.000000,3668446.726540,0.000000
474,25000.000000,990.000000,3668446.726540,0.000000
475,25000.000000,980.000000,3668446.726540,-40757.221603
476,25000.000000,990.000000,3627689.504937,-7481.363721
477,25000.000000,1000.000000,3620208.141216,5244.392233
478,25000.000000,1000.000000,3625452.533449,-3403.189543
481,25000.000000,1000.000000,3622049.343905,0.000000
482,25000.000000,990.000000,3622049.343905,-5204.869825
483,25000.000000,1000.000000,3616844.474080,-6747.962386
485,25000.000000,1000.000000,3610096.511694,-25339.657981
486,25000.000000,1000.000000,3584756.853712,0.000000
487,25000.000000,990.000000,3584756.853712,4574.768383
489,25000.000000,990.000000,3589331.622096,0.000000
490,25000.000000,980.000000,3589331.622096,-7149.715221
491,25000.000000,990.000000,3582181.906874,6075.004334
492,25000.000000,990.000000,3588256.911208,-2119.265705
493,25000.000000,1000.000000,3586137.645503,-291.073744
495,25000.000000,1000.000000,3585846.571759,23153.492888
496,25000.000000,1000.000000,3609000.064647,-838.273832
497,25000.000000,1000.000000,3608161.790815,-4220.829110
498,25000.000000,1000.000000,3603940.961706,0.000000
499,25000.000000,990.000000,3603940.961706,-0.000000
501,25000.000000,1000.000000,3603940.961706,-5208.752112
502,25000.000000,1000.000000,3598732.209594,-108.294492
503,25000.000000,1000.000000,3598623.915102,-10892.131429
504,25000.000000,1000.000000,3587731.783673,-15717.725201
506,25000.000000,1000.000000,3572014.058472,0.000000
507,25000.000000,990.000000,3572014.058472,-19337.751964
508,25000.000000,1000.000000,3552676.306508,-18094.802707
509,25000.000000,1000.000000,3534581.503801,-5001.993612
510,25000.000000,1000.000000,3529579.510189,-28522.917100
511,25000.000000,1000.000000,3501056.593090,0.000000
512,25000.000000,990.000000,3501056.593090,0.000000
514,25000.000000,980.000000,3501056.593090,1024.895969
515,25000.000000,980.000000,3502081.489059,13225.094518
516,25000.000000,980.000000,3515306.583577,-9185.057068
517,25000.000000,990.000000,3506121.526509,0.000000
518,25000.000000,980.000000,3506121.526509,18518.711108
519,25000.000000,980.000000,3524640.237617,-21564.400621
520,25000.000000,990.000000,3503075.836996,-5062.653278
521,25000.000000,1000.000000,3498013.183718,-3594.622519
523,25000.000000,1000.000000,3494418.561199,-9193.346583
524,25000.000000,1000.000000,3485225.214616,-12969.100240
525,25000.000000,1000.000000,3472256.114376,-6086.361951
526,25000.000000,1000.000000,3466169.752425,0.000000
527,25000.000000,990.000000,3466169.752425,-8077.738239
528,25000.000000,1000.000000,3458092.014186,-12580.715653
529,25000.000000,1000.000000,3445511.298534,13077.973714
530,25000.000000,1000.000000,3458589.272248,12972.567698
531,25000.000000,1000.000000,3471561.839946,-32570.085422
532,25000.000000,1000.000000,3438991.754524,-7041.894154
534,25000.000000,1000.000000,3431949.860370,0.000000
536,25000.000000,990.000000,3431949.860370,4329.092773
537,25000.000000,990.000000,3436278.953143,-29053.160365
539,25000.000000,1000.000000,3407225.792778,0.000000
540,25000.000000,990.000000,3407225.792778,14543.791166
541,25000.000000,990.000000,3421769.583944,0.000000
544,25000.000000,980.000000,3421769.583944,0.000000
545,25000.000000,970.000000,3421769.583944,0.000000
546,25000.000000,960.000000,3421769.583944,0.000000
547,25000.000000,950.000000,3421769.583944,0.000000
548,25000.000000,940.000000,3421769.583944,-11857.855712
550,25000.000000,950.000000,3409911.728232,0.000000
552,25000.000000,940.000000,3409911.728232,-8815.711506
553,25000.000000,950.000000,3401096.016726,3082.498998
554,25000.000000,950.000000,3404178.515724,0.000000
555,25000.000000,940.000000,3404178.515724,0.000000
557,25000.000000,930.000000,3404178.515724,-17387.788078
558,25000.000000,940.000000,3386790.727646,-15365.747851
559,25000.000000,950.000000,3371424.979795,0.000000
560,25000.000000,940.000000,3371424.979795,0.000000
561,25000.000000,930.000000,3371424.979795,-8668.283614
563,25000.000000,940.000000,3362756.696181,-8192.181877
564,25000.000000,950.000000,3354564.514304,14051.463614
565,25000.000000,950.000000,3368615.977919,17500.700818
567,25000.000000,950.000000,3386116.678737,-15735.423559
568,25000.000000,960.000000,3370381.255178,0.000000
569,25000.000000,950.000000,3370381.255178,5437.809467
571,25000.000000,950.000000,3375819.064645,-16883.009128
572,25000.000000,960.000000,3358936.055517,0.000000
573,25000.000000,950.000000,3358936.055517,11307.411937
574,25000.000000,950.000000,3370243.467453,9775.384737
575,25000.000000,950.000000,3380018.852190,11119.251629
576,25000.000000,950.000000,3391138.103819,25727.221141
577,25000.000000,950.000000,3416865.324960,-2658.446473
578,25000.000000,960.000000,3414206.878487,-19510.446665
579,25000.000000,970.000000,3394696.431822,7695.188897
580,25000.000000,970.000000,3402391.620719,0.000000
581,25000.000000,960.000000,3402391.620719,-23632.815605
582,25000.000000,970.000000,3378758.805114,21746.811639
583,25000.000000,970.000000,3400505.616753,-6191.027498
584,25000.000000,980.000000,3394314.589255,7111.874162
585,25000.000000,980.000000,3401426.463416,-28731.775708
