IterationNo,Temperature, Moves, CurrentCost, DeltaCost
71,25000.000000,870.000000,2330328.790561,-369.239475
72,25000.000000,880.000000,2329959.551086,1924.617827
73,25000.000000,880.000000,2331884.168913,-12286.082660
74,25000.000000,890.000000,2319598.086253,2062.478374
75,25000.000000,890.000000,2321660.564627,7756.287550
76,25000.000000,890.000000,2329416.852177,-19814.850403
77,25000.000000,900.000000,2309602.001775,-4423.562133
78,25000.000000,910.000000,2305178.439642,1275.122341
80,25000.000000,910.000000,2306453.561983,-2347.567918
81,25000.000000,920.000000,2304105.994065,-17781.864078
82,25000.000000,930.000000,2286324.129988,-3464.876164
83,25000.000000,940.000000,2282859.253824,738.046117
84,25000.000000,940.000000,2283597.299941,-22770.859499
85,25000.000000,950.000000,2260826.440442,3168.494585
86,25000.000000,950.000000,2263994.935027,-15825.327824
87,25000.000000,960.000000,2248169.607202,1839.265535
88,25000.000000,960.000000,2250008.872738,2642.771348
89,25000.000000,960.000000,2252651.644085,-18674.194551
90,25000.000000,970.000000,2233977.449534,-2013.273901
91,25000.000000,980.000000,2231964.175633,-2712.153170
93,25000.000000,990.000000,2229252.022463,2727.680649
94,25000.000000,990.000000,2231979.703112,-2127.909970
95,25000.000000,1000.000000,2229851.793142,-17822.723214
97,25000.000000,1000.000000,2212029.069928,-19051.035368
98,25000.000000,1000.000000,2192978.034559,14492.600327
99,25000.000000,1000.000000,2207470.634886,-353.928741
100,25000.000000,1000.000000,2207116.706146,2340.803721
101,25000.000000,1000.000000,2209457.509867,0.000000
102,25000.000000,990.000000,2209457.509867,-22858.825996
103,25000.000000,1000.000000,2186598.683871,-2285.613610
104,25000.000000,1000.000000,2184313.070261,0.000000
105,25000.000000,990.000000,2184313.070261,-2313.475883
106,25000.000000,1000.000000,2181999.594378,-7965.639855
107,25000.000000,1000.000000,2174033.954523,-2656.310138
108,25000.000000,1000.000000,2171377.644385,0.000000
109,25000.000000,990.000000,2171377.644385,-17534.101652
110,25000.000000,1000.000000,2153843.542733,772.316370
111,25000.000000,1000.000000,2154615.859103,-3865.530533
112,25000.000000,1000.000000,2150750.328570,-1405.955003
113,25000.000000,1000.000000,2149344.373567,-23696.097882
115,25000.000000,1000.000000,2125648.275686,3952.491339
116,25000.000000,1000.000000,2129600.767025,-2048.377329
117,25000.000000,1000.000000,2127552.389696,-4138.431927
118,25000.000000,1000.000000,2123413.957769,-18525.761787
119,25000.000000,1000.000000,2104888.195982,-16503.711451
120,25000.000000,1000.000000,2088384.484531,-1327.255008
121,25000.000000,1000.000000,2087057.229523,3452.160469
122,25000.000000,1000.000000,2090509.389992,4649.767350
123,25000.000000,1000.000000,2095159.157342,683.823469
125,25000.000000,1000.000000,2095842.980811,102.401989
126,25000.000000,1000.000000,2095945.382800,-5376.717715
127,25000.000000,1000.000000,2090568.665085,-3861.086351
128,25000.000000,1000.000000,2086707.578734,7185.042557
129,25000.000000,1000.000000,2093892.621291,-6601.922583
130,25000.000000,1000.000000,2087290.698708,-18386.827518
131,25000.000000,1000.000000,2068903.871189,73.121111
132,25000.000000,1000.000000,2068976.992300,5181.949658
133,25000.000000,1000.000000,2074158.941959,3430.885785
134,25000.000000,1000.000000,2077589.827744,0.000000
135,25000.000000,990.000000,2077589.827744,-17981.315570
136,25000.000000,1000.000000,2059608.512174,-3866.905349
137,25000.000000,1000.000000,2055741.606826,-24362.489271
138,25000.000000,1000.000000,2031379.117555,0.000000
139,25000.000000,990.000000,2031379.117555,-504.329276
140,25000.000000,1000.000000,2030874.788279,1092.069892
141,25000.000000,1000.000000,2031966.858171,-45.062657
142,25000.000000,1000.000000,2031921.795514,-7225.935055
143,25000.000000,1000.000000,2024695.860459,-34539.908460
144,25000.000000,1000.000000,1990155.951999,-6317.073830
145,25000.000000,1000.000000,1983838.878169,0.000000
146,25000.000000,990.000000,1983838.878169,0.000000
147,25000.000000,980.000000,1983838.878169,-5661.084520
148,25000.000000,990.000000,1978177.793649,9035.739662
149,25000.000000,990.000000,1987213.533311,0.000000
150,25000.000000,980.000000,1987213.533311,-4041.259958
151,25000.000000,990.000000,1983172.273352,0.000000
152,25000.000000,980.000000,1983172.273352,0.000000
153,25000.000000,970.000000,1983172.273352,-13445.610883
154,25000.000000,980.000000,1969726.662469,-6023.684255
158,25000.000000,990.000000,1963702.978215,0.000000
159,25000.000000,980.000000,1963702.978215,0.000000
160,25000.000000,970.000000,1963702.978215,6096.921657
161,25000.000000,970.000000,1969799.899872,-21089.406731
162,25000.000000,980.000000,1948710.493141,-11021.981631
164,25000.000000,990.000000,1937688.511511,-7342.085402
165,25000.000000,1000.000000,1930346.426109,-11014.590093
166,25000.000000,1000.000000,1919331.836016,17453.217032
168,25000.000000,1000.000000,1936785.053048,0.000000
169,25000.000000,990.000000,1936785.053048,2326.458073
170,25000.000000,990.000000,1939111.511121,1315.256386
171,25000.000000,990.000000,1940426.767507,20852.090793
172,25000.000000,990.000000,1961278.858301,0.000000
173,25000.000000,980.000000,1961278.858301,0.000000
174,25000.000000,970.000000,1961278.858301,-4523.341220
175,25000.000000,980.000000,1956755.517081,0.000000
177,25000.000000,970.000000,1956755.517081,-5076.004328
178,25000.000000,980.000000,1951679.512753,-18153.619825
179,25000.000000,990.000000,1933525.892928,-6557.242016
180,25000.000000,1000.000000,1926968.650913,2144.366944
181,25000.000000,1000.000000,1929113.017857,9749.024843
182,25000.000000,1000.000000,1938862.042700,8386.484677
184,25000.000000,1000.000000,1947248.527377,4090.550367
185,25000.000000,1000.000000,1951339.077743,-5356.472183
186,25000.000000,1000.000000,1945982.605561,-17798.150681
187,25000.000000,1000.000000,1928184.454880,-5714.393807
188,25000.000000,1000.000000,1922470.061073,-20417.281470
189,25000.000000,1000.000000,1902052.779603,0.000000
191,25000.000000,990.000000,1902052.779603,14344.840850
192,25000.000000,990.000000,1916397.620453,-23339.476719
193,25000.000000,1000.000000,1893058.143734,5411.407461
195,25000.000000,1000.000000,1898469.551195,-3896.760272
196,25000.000000,1000.000000,1894572.790923,-4267.872419
197,25000.000000,1000.000000,1890304.918503,1257.265471
198,25000.000000,1000.000000,1891562.183974,2734.688987
199,25000.000000,1000.000000,1894296.872961,3060.132992
200,25000.000000,1000.000000,1897357.005953,-59.038779
201,25000.000000,1000.000000,1897297.967175,0.000000
202,25000.000000,990.000000,1897297.967175,-16208.925590
203,25000.000000,1000.000000,1881089.041585,0.000000
204,25000.000000,990.000000,1881089.041585,-0.000000
205,25000.000000,1000.000000,1881089.041585,0.000000
206,25000.000000,990.000000,1881089.041585,0.000000
207,25000.000000,980.000000,1881089.041585,-5835.377071
209,25000.000000,990.000000,1875253.664514,-3140.752081
210,25000.000000,1000.000000,1872112.912433,-3853.957735
211,25000.000000,1000.000000,1868258.954698,6186.808262
212,25000.000000,1000.000000,1874445.762959,-3231.606620
213,25000.000000,1000.000000,1871214.156339,7060.048211
214,25000.000000,1000.000000,1878274.204551,0.000000
215,25000.000000,990.000000,1878274.204551,3677.983439
216,25000.000000,990.000000,1881952.187990,-729.966566
217,25000.000000,1000.000000,1881222.221423,0.000000
219,25000.000000,990.000000,1881222.221423,-33095.523875
220,25000.000000,1000.000000,1848126.697548,3549.590459
221,25000.000000,1000.000000,1851676.288007,0.000000
222,25000.000000,990.000000,1851676.288007,-25089.434546
223,25000.000000,1000.000000,1826586.853461,-9570.206816
224,25000.000000,1000.000000,1817016.646646,0.000000
226,25000.000000,990.000000,1817016.646646,15249.578364
227,25000.000000,990.000000,1832266.225009,0.000000
228,25000.000000,980.000000,1832266.225009,-16902.775614
229,25000.000000,990.000000,1815363.449396,0.000000
230,25000.000000,980.000000,1815363.449396,0.000000
231,25000.000000,970.000000,1815363.449396,3526.090450
232,25000.000000,970.000000,1818889.539846,-18868.666049
233,25000.000000,980.000000,1800020.873797,1224.436494
234,25000.000000,980.000000,1801245.310291,-3407.599899
235,25000.000000,990.000000,1797837.710392,3707.524813
236,25000.000000,990.000000,1801545.235205,0.000000
237,25000.000000,980.000000,1801545.235205,-958.549266
238,25000.000000,990.000000,1800586.685939,0.000000
239,25000.000000,980.000000,1800586.685939,9325.760887
240,25000.000000,980.000000,1809912.446826,5708.407489
241,25000.000000,980.000000,1815620.854315,-3155.219477
242,25000.000000,990.000000,1812465.634838,-11758.331317
244,25000.000000,1000.000000,1800707.303520,-2885.914941
245,25000.000000,1000.000000,1797821.388579,0.000000
246,25000.000000,990.000000,1797821.388579,4715.975990
247,25000.000000,990.000000,1802537.364569,-3882.695902
248,25000.000000,1000.000000,1798654.668667,-2634.266988
249,25000.000000,1000.000000,1796020.401679,5233.394273
250,25000.000000,1000.000000,1801253.795952,-342.963195
251,25000.000000,1000.000000,1800910.832756,-20128.271330
252,25000.000000,1000.000000,1780782.561427,-1443.345113
253,25000.000000,1000.000000,1779339.216313,-4376.779349
254,25000.000000,1000.000000,1774962.436964,3265.464433
255,25000.000000,1000.000000,1778227.901397,-4143.758502
256,25000.000000,1000.000000,1774084.142895,8819.883608
257,25000.000000,1000.000000,1782904.026503,-22311.498750
258,25000.000000,1000.000000,1760592.527753,0.000000
259,25000.000000,990.000000,1760592.527753,7852.320658
260,25000.000000,990.000000,1768444.848411,-4655.081389
261,25000.000000,1000.000000,1763789.767022,3790.839171
263,25000.000000,1000.000000,1767580.606193,-17942.165275
264,25000.000000,1000.000000,1749638.440918,-20189.652856
265,25000.000000,1000.000000,1729448.788062,9124.807606
266,25000.000000,1000.000000,1738573.595669,0.000000
267,25000.000000,990.000000,1738573.595669,0.000000
268,25000.000000,990.000000,1738573.595669,-0.000000
269,25000.000000,1000.000000,1738573.595669,28773.364039
270,25000.000000,1000.000000,1767346.959708,10662.323593
271,25000.000000,1000.000000,1778009.283300,-155.706918
272,25000.000000,1000.000000,1777853.576382,-1297.233166
273,25000.000000,1000.000000,1776556.343217,0.000000
274,25000.000000,990.000000,1776556.343217,4260.076678
275,25000.000000,990.000000,1780816.419895,-489.340022
276,25000.000000,1000.000000,1780327.079872,0.000000
277,25000.000000,990.000000,1780327.079872,7966.263540
279,25000.000000,990.000000,1788293.343412,-17243.811432
280,25000.000000,1000.000000,1771049.531980,4439.202208
282,25000.000000,1000.000000,1775488.734188,0.000000
283,25000.000000,990.000000,1775488.734188,825.037265
284,25000.000000,990.000000,1776313.771453,-2142.886272
285,25000.000000,1000.000000,1774170.885181,-21107.020950
286,25000.000000,1000.000000,1753063.864231,0.000000
287,25000.000000,990.000000,1753063.864231,14952.395730
288,25000.000000,990.000000,1768016.259961,-10326.611073
290,25000.000000,1000.000000,1757689.648888,0.000000
291,25000.000000,990.000000,1757689.648888,-4440.454284
292,25000.000000,1000.000000,1753249.194604,5834.190532
293,25000.000000,1000.000000,1759083.385136,0.000000
294,25000.000000,990.000000,1759083.385136,0.000000
295,25000.000000,980.000000,1759083.385136,-15849.377231
296,25000.000000,990.000000,1743234.007905,-15115.501096
297,25000.000000,1000.000000,1728118.506810,0.000000
298,25000.000000,990.000000,1728118.506810,-19242.986675
299,25000.000000,1000.000000,1708875.520135,-3146.086365
300,25000.000000,1000.000000,1705729.433771,0.000000
301,25000.000000,990.000000,1705729.433771,-16728.844009
302,25000.000000,1000.000000,1689000.589762,-1913.836773
303,25000.000000,1000.000000,1687086.752988,13761.453904
304,25000.000000,1000.000000,1700848.206893,0.000000
305,25000.000000,990.000000,1700848.206893,2670.759735
307,25000.000000,990.000000,1703518.966628,9147.964418
308,25000.000000,990.000000,1712666.931046,0.000000
309,25000.000000,980.000000,1712666.931046,-33.388360
310,25000.000000,990.000000,1712633.542686,0.000000
311,25000.000000,980.000000,1712633.542686,21041.295473
313,25000.000000,980.000000,1733674.838159,0.000000
314,25000.000000,970.000000,1733674.838159,-23988.710781
315,25000.000000,980.000000,1709686.127378,0.000000
316,25000.000000,970.000000,1709686.127378,-4100.878350
317,25000.000000,980.000000,1705585.249028,-91.796991
318,25000.000000,990.000000,1705493.452037,0.000000
319,25000.000000,980.000000,1705493.452037,-6821.823506
320,25000.000000,990.000000,1698671.628532,0.000000
321,25000.000000,980.000000,1698671.628532,0.000000
322,25000.000000,970.000000,1698671.628532,74.220003
323,25000.000000,970.000000,1698745.848535,5785.308008
324,25000.000000,970.000000,1704531.156543,8446.582509
325,25000.000000,970.000000,1712977.739052,0.000000
326,25000.000000,960.000000,1712977.739052,3052.283382
327,25000.000000,960.000000,1716030.022434,0.000000
328,25000.000000,950.000000,1716030.022434,4510.069136
329,25000.000000,950.000000,1720540.091570,0.000000
330,25000.000000,940.000000,1720540.091570,-21941.927770
331,25000.000000,950.000000,1698598.163800,0.000000
332,25000.000000,940.000000,1698598.163800,-18397.279284
333,25000.000000,950.000000,1680200.884516,-17476.824897
334,25000.000000,960.000000,1662724.059619,0.000000
335,25000.000000,950.000000,1662724.059619,-11970.957583
336,25000.000000,960.000000,1650753.102037,-4331.408083
337,25000.000000,970.000000,1646421.693954,0.000000
339,25000.000000,960.000000,1646421.693954,-14451.202362
340,25000.000000,970.000000,1631970.491591,5509.463640
341,25000.000000,970.000000,1637479.955231,0.000000
342,25000.000000,960.000000,1637479.955231,0.000000
343,25000.000000,950.000000,1637479.955231,0.000000
344,25000.000000,940.000000,1637479.955231,-39.282469
345,25000.000000,950.000000,1637440.672762,3244.855056
346,25000.000000,950.000000,1640685.527818,0.000000
347,25000.000000,940.000000,1640685.527818,3338.075946
348,25000.000000,940.000000,1644023.603764,-13227.153399
349,25000.000000,950.000000,1630796.450365,16408.982848
350,25000.000000,950.000000,1647205.433213,-476.550220
352,25000.000000,960.000000,1646728.882993,-4626.513476
353,25000.000000,970.000000,1642102.369517,0.000000
354,25000.000000,960.000000,1642102.369517,-12891.639975
355,25000.000000,970.000000,1629210.729542,0.000000
356,25000.000000,960.000000,1629210.729542,-3386.305078
357,25000.000000,970.000000,1625824.424464,-7110.612868
358,25000.000000,980.000000,1618713.811597,15932.786175
359,25000.000000,980.000000,1634646.597772,-5284.606870
360,25000.000000,990.000000,1629361.990902,-9247.656321
361,25000.000000,1000.000000,1620114.334580,-20227.050636
362,25000.000000,1000.000000,1599887.283944,0.000000
364,25000.000000,990.000000,1599887.283944,11084.433668
365,25000.000000,990.000000,1610971.717612,-7243.877988
366,25000.000000,1000.000000,1603727.839624,4444.816146
367,25000.000000,1000.000000,1608172.655770,-3744.061368
369,25000.000000,1000.000000,1604428.594402,-1533.353186
370,25000.000000,1000.000000,1602895.241216,0.000000
371,25000.000000,990.000000,1602895.241216,-15524.558676
372,25000.000000,1000.000000,1587370.682540,4865.580663
373,25000.000000,1000.000000,1592236.263203,-6293.971371
374,25000.000000,1000.000000,1585942.291831,-16085.037767
375,25000.000000,1000.000000,1569857.254064,-9827.082013
377,25000.000000,1000.000000,1560030.172051,5173.665162
378,25000.000000,1000.000000,1565203.837213,0.000000
379,25000.000000,990.000000,1565203.837213,-3921.245910
381,25000.000000,1000.000000,1561282.591302,2820.024220
382,25000.000000,1000.000000,1564102.615522,0.000000
383,25000.000000,990.000000,1564102.615522,-24468.783132
384,25000.000000,1000.000000,1539633.832390,-3337.270268
385,25000.000000,1000.000000,1536296.562122,-13853.393110
386,25000.000000,1000.000000,1522443.169012,767.551991
387,25000.000000,1000.000000,1523210.721003,-15337.855417
388,25000.000000,1000.000000,1507872.865586,0.000000
389,25000.000000,990.000000,1507872.865586,-25527.503164
391,25000.000000,1000.000000,1482345.362422,-3690.429993
392,25000.000000,1000.000000,1478654.932428,3620.093674
393,25000.000000,1000.000000,1482275.026103,-5239.622346
395,25000.000000,1000.000000,1477035.403756,0.000000
396,25000.000000,990.000000,1477035.403756,6801.523970
397,25000.000000,990.000000,1483836.927727,0.000000
398,25000.000000,980.000000,1483836.927727,0.000000
399,25000.000000,970.000000,1483836.927727,2930.005964
400,25000.000000,970.000000,1486766.933691,-3762.688952
401,25000.000000,980.000000,1483004.244739,-22170.327952
402,25000.000000,990.000000,1460833.916787,7212.461616
404,25000.000000,990.000000,1468046.378403,3971.430061
405,25000.000000,990.000000,1472017.808463,-6783.753086
406,25000.000000,1000.000000,1465234.055377,-24293.970148
407,25000.000000,1000.000000,1440940.085229,3535.022585
408,25000.000000,1000.000000,1444475.107814,-5425.493074
409,25000.000000,1000.000000,1439049.614741,-887.294159
410,25000.000000,1000.000000,1438162.320581,-6954.887291
411,25000.000000,1000.000000,1431207.433290,-9068.832787
412,25000.000000,1000.000000,1422138.600503,-0.000000
414,25000.000000,1000.000000,1422138.600503,8792.975828
415,25000.000000,1000.000000,1430931.576331,4487.724701
418,25000.000000,1000.000000,1435419.301032,3453.631032
419,25000.000000,1000.000000,1438872.932065,-79.445956
420,25000.000000,1000.000000,1438793.486109,-6145.658426
421,25000.000000,1000.000000,1432647.827683,-13360.045589
422,25000.000000,1000.000000,1419287.782094,-19060.724222
423,25000.000000,1000.000000,1400227.057872,0.000000
424,25000.000000,990.000000,1400227.057872,-17949.090267
425,25000.000000,1000.000000,1382277.967604,0.000000
426,25000.000000,990.000000,1382277.967604,-13231.784285
427,25000.000000,1000.000000,1369046.183320,-6313.844594
428,25000.000000,1000.000000,1362732.338726,-430.298094
429,25000.000000,1000.000000,1362302.040632,-3875.835508
430,25000.000000,1000.000000,1358426.205124,4353.472591
431,25000.000000,1000.000000,1362779.677715,0.000000
433,25000.000000,990.000000,1362779.677715,-3945.371425
434,25000.000000,1000.000000,1358834.306290,0.000000
435,25000.000000,990.000000,1358834.306290,7065.835867
436,25000.000000,990.000000,1365900.142157,8487.581622
437,25000.000000,990.000000,1374387.723779,5701.994983
438,25000.000000,990.000000,1380089.718762,0.000000
439,25000.000000,980.000000,1380089.718762,0.000000
440,25000.000000,970.000000,1380089.718762,0.000000
441,25000.000000,960.000000,1380089.718762,1975.479149
442,25000.000000,960.000000,1382065.197911,0.000000
443,25000.000000,950.000000,1382065.197911,-13907.643780
444,25000.000000,960.000000,1368157.554131,216.993657
447,25000.000000,960.000000,1368374.547788,-4953.874088
448,25000.000000,970.000000,1363420.673700,14252.306324
449,25000.000000,970.000000,1377672.980024,0.000000
451,25000.000000,960.000000,1377672.980024,822.765433
455,25000.000000,960.000000,1378495.745457,0.000000
456,25000.000000,950.000000,1378495.745457,-7087.073475
457,25000.000000,960.000000,1371408.671982,499.414016
459,25000.000000,960.000000,1371908.085998,-15329.492922
460,25000.000000,970.000000,1356578.593076,3388.120067
461,25000.000000,970.000000,1359966.713143,-10329.568274
462,25000.000000,980.000000,1349637.144869,-8930.858065
463,25000.000000,990.000000,1340706.286804,-4183.495939
464,25000.000000,1000.000000,1336522.790866,-14925.448746
466,25000.000000,1000.000000,1321597.342120,0.000000
467,25000.000000,990.000000,1321597.342120,-5747.953517
468,25000.000000,1000.000000,1315849.388603,-3117.577787
469,25000.000000,1000.000000,1312731.810816,4293.788625
470,25000.000000,1000.000000,1317025.599441,-5685.110438
471,25000.000000,1000.000000,1311340.489004,0.000000
472,25000.000000,990.000000,1311340.489004,-13818.264546
474,25000.000000,1000.000000,1297522.224458,4668.008996
475,25000.000000,1000.000000,1302190.233453,6866.982196
477,25000.000000,1000.000000,1309057.215650,0.000000
478,25000.000000,1000.000000,1309057.215650,-1479.589344
480,25000.000000,1000.000000,1307577.626306,-3297.429964
481,25000.000000,1000.000000,1304280.196342,-13571.425145
482,25000.000000,1000.000000,1290708.771198,0.000000
484,25000.000000,990.000000,1290708.771198,-185.251209
485,25000.000000,1000.000000,1290523.519989,0.000000
486,25000.000000,990.000000,1290523.519989,8909.027729
487,25000.000000,990.000000,1299432.547717,0.000000
489,25000.000000,980.000000,1299432.547717,-3448.714562
491,25000.000000,990.000000,1295983.833155,-4378.931074
492,25000.000000,1000.000000,1291604.902082,5105.939942
493,25000.000000,1000.000000,1296710.842024,0.000000
494,25000.000000,990.000000,1296710.842024,3106.947713
495,25000.000000,990.000000,1299817.789737,0.000000
497,25000.000000,980.000000,1299817.789737,-4596.970929
498,25000.000000,990.000000,1295220.818808,-7827.981310
499,25000.000000,1000.000000,1287392.837498,-6182.821731
501,25000.000000,1000.000000,1281210.015767,-2915.569460
502,25000.000000,1000.000000,1278294.446307,0.000000
503,25000.000000,990.000000,1278294.446307,-23903.486195
504,25000.000000,1000.000000,1254390.960113,22057.377334
505,25000.000000,1000.000000,1276448.337447,0.000000
506,25000.000000,990.000000,1276448.337447,0.000000
507,25000.000000,980.000000,1276448.337447,-7860.215205
508,25000.000000,990.000000,1268588.122241,0.000000
509,25000.000000,980.000000,1268588.122241,0.000000
510,25000.000000,970.000000,1268588.122241,23134.145204
511,25000.000000,970.000000,1291722.267446,0.000000
512,25000.000000,960.000000,1291722.267446,5991.637363
513,25000.000000,960.000000,1297713.904808,-16712.378265
514,25000.000000,970.000000,1281001.526543,3091.164683
515,25000.000000,970.000000,1284092.691225,6157.925146
516,25000.000000,970.000000,1290250.616372,-5451.446682
517,25000.000000,980.000000,1284799.169690,-4451.846815
518,25000.000000,990.000000,1280347.322875,-11955.803838
519,25000.000000,1000.000000,1268391.519036,0.000000
520,25000.000000,990.000000,1268391.519036,4546.244903
521,25000.000000,990.000000,1272937.763940,-19348.318494
522,25000.000000,1000.000000,1253589.445445,14250.253437
523,25000.000000,1000.000000,1267839.698882,0.000000
524,25000.000000,990.000000,1267839.698882,0.000000
525,25000.000000,980.000000,1267839.698882,1795.255723
526,25000.000000,980.000000,1269634.954605,11196.590030
527,25000.000000,980.000000,1280831.544636,3439.916852
528,25000.000000,980.000000,1284271.461488,5524.885436
529,25000.000000,980.000000,1289796.346924,6705.094919
530,25000.000000,980.000000,1296501.441843,2543.280981
531,25000.000000,980.000000,1299044.722825,2638.463091
532,25000.000000,980.000000,1301683.185915,1210.927340
533,25000.000000,980.000000,1302894.113256,0.000000
534,25000.000000,970.000000,1302894.113256,0.000000
535,25000.000000,960.000000,1302894.113256,0.000000
537,25000.000000,950.000000,1302894.113256,-4458.032936
538,25000.000000,960.000000,1298436.080319,3271.680560
539,25000.000000,960.000000,1301707.760880,1711.051178
540,25000.000000,960.000000,1303418.812058,-3164.753060
541,25000.000000,970.000000,1300254.058998,-3177.767779
542,25000.000000,980.000000,1297076.291219,2907.912718
543,25000.000000,980.000000,1299984.203936,2320.736148
544,25000.000000,980.000000,1302304.940084,3665.006909
545,25000.000000,980.000000,1305969.946993,-9384.819935
546,25000.000000,990.000000,1296585.127057,0.000000
547,25000.000000,980.000000,1296585.127057,-1912.701701
548,25000.000000,990.000000,1294672.425356,0.000000
549,25000.000000,980.000000,1294672.425356,0.000000
550,25000.000000,970.000000,1294672.425356,18600.567777
551,25000.000000,970.000000,1313272.993133,0.000000
552,25000.000000,960.000000,1313272.993133,0.000000
553,25000.000000,950.000000,1313272.993133,-20551.699902
554,25000.000000,960.000000,1292721.293231,0.000000
555,25000.000000,950.000000,1292721.293231,-22917.141622
556,25000.000000,960.000000,1269804.151609,1881.978352
557,25000.000000,960.000000,1271686.129961,-16749.415233
558,25000.000000,970.000000,1254936.714729,-2068.594701
559,25000.000000,980.000000,1252868.120028,0.000000
560,25000.000000,970.000000,1252868.120028,-1262.592994
561,25000.000000,980.000000,1251605.527034,-324.219275
562,25000.000000,990.000000,1251281.307759,1457.735500
563,25000.000000,990.000000,1252739.043258,2139.987861
564,25000.000000,990.000000,1254879.031119,0.000000
565,25000.000000,980.000000,1254879.031119,-1491.547162
566,25000.000000,990.000000,1253387.483958,-4158.745408
567,25000.000000,1000.000000,1249228.738550,19895.490186
569,25000.000000,1000.000000,1269124.228736,3006.107209
570,25000.000000,1000.000000,1272130.335945,-11587.917713
571,25000.000000,1000.000000,1260542.418233,32.405993
572,25000.000000,1000.000000,1260574.824226,7.793730
574,25000.000000,1000.000000,1260582.617955,-21775.642399
575,25000.000000,1000.000000,1238806.975556,0.000000
576,25000.000000,990.000000,1238806.975556,9399.914699
578,25000.000000,990.000000,1248206.890255,0.000000
579,25000.000000,980.000000,1248206.890255,7529.363143
580,25000.000000,980.000000,1255736.253398,0.000000
581,25000.000000,970.000000,1255736.253398,0.000000
582,25000.000000,960.000000,1255736.253398,-2372.798584
583,25000.000000,970.000000,1253363.454814,9544.724466
584,25000.000000,970.000000,1262908.179279,-7655.761516
